"snpId","chrId","positionBp","positionCM","C57BL.6J.Chr1PWD.ForeJ","C57BL.6J.Chr2PWD.ForeJ","C57BL.6J.Chr3PWD.ForeJ","C57BL.6J.Chr4PWD.ForeJ","C57BL.6J.Chr5PWD.ForeJ","C57BL.6J.Chr6PWD.ForeJ","C57BL.6J.Chr7PWD.ForeJ","C57BL.6J.Chr8PWD.ForeJ","C57BL.6J.Chr9PWD.ForeJ","C57BL.6J.Chr10.1PWD.ForeJ","C57BL.6J.Chr10.2PWD.ForeJ","C57BL.6J.Chr10.3PWD.ForeJ","C57BL.6J.Chr11.1PWD.ForeJ","C57BL.6J.Chr11.2PWD.ForeJ","C57BL.6J.Chr11.3PWD.ForeJ","C57BL.6J.Chr12PWD.ForeJ","C57BL.6J.Chr13PWD.ForeJ","C57BL.6J.Chr14PWD.ForeJ","C57BL.6J.Chr16PWD.ForeJ","C57BL.6J.Chr18PWD.ForeJ","C57BL.6J.Chr19PWD.ForeJ","C57BL.6J.ChrX.1PWD.ForeJ","C57BL.6J.ChrX.2PWD.ForeJ","C57BL.6J.ChrX.3PWD.ForeJ","C57BL.6J.ChrYPWD.ForeJ","C57BL.6J.ChrMTPWD.ForeJ","C57BL.6J","PWD","C57BL.6J.Chr15PWD.ForeJ","C57BL.6J.Chr17PWD.ForeJ","mm10positionBp"
"JAX00408855","15",87916258,42.95,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",88085828
"JAX00408986","15",88316166,43.9502,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",88485736
"JAX00064798","15",89328897,44.956,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",89498466
"JAX00409461","15",90892788,45.9599,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",91062357
"JAX00065056","15",92776154,46.9615,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",92945723
"JAX00065139","15",93893281,47.9725,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",94062850
"JAX00410403","15",94711470,48.9741,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",94881039
"JAX00410535","15",95173450,49.9771,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",95343019
"JAX00410733","15",95814452,51.0399,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",95984021
"JAX00410784","15",95990029,52.0774,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",96159598
"JAX00065400","15",97365240,53.0784,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",97534809
"JAX00411368","15",97939242,54.1088,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",98108811
"JAX00065503","15",98740410,55.1232,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",98909979
"JAX00411624","15",99128636,56.128,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",99298205
"JAX00412170","15",101771809,57.1478,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",101941378
"JAX00065818","15",102944214,58.161,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B",103113783
"JAX00065867","16",3168410,1.8639,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",3168410
"JAX00412894","16",6312288,2.8774,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",6312195
"JAX00066244","16",8442099,3.9064,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",8442006
"JAX00413440","16",9043528,4.9471,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",9043435
"JAX00413788","16",10817041,5.9678,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",10816948
"JAX00414053","16",12028248,6.9722,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",12028155
"JAX00414239","16",12738768,8.0193,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",12738675
"JAX00066599","16",13147278,9.0208,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",13147185
"JAX00066711","16",14670295,10.0443,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",14670202
"JAX00066949","16",17824221,11.0447,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",17824128
"JAX00208498","16",19501526,12.0747,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",19501433
"JAX00415533","16",22137459,13.0842,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",22137386
"JAX00067359","16",23302904,14.096,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",23302831
"JAX00415800","16",23929662,15.135,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",23929576
"JAX00208614","16",24362348,16.1417,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",24362262
"JAX00208640","16",25441757,17.1463,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",25441671
"JAX00416166","16",26517363,18.1474,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",26517277
"JAX00416471","16",28033842,19.1551,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",28033756
"JAX00416822","16",29362589,20.1619,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",29362503
"JAX00208759","16",30175243,21.1654,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",30175157
"JAX00417233","16",31570800,22.2479,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",31570714
"JAX00417417","16",32686097,23.2569,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",32686011
"JAX00417641","16",33944124,24.2572,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",33944038
"JAX00068262","16",35338476,25.2701,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",35338390
"JAX00418197","16",36921613,26.2722,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",36921527
"JAX00418581","16",39580354,27.2863,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",39580241
"JAX00418859","16",41583611,28.2916,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",41583498
"JAX00068987","16",44993827,29.2948,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",44993714
"JAX00069050","16",45831170,30.3126,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",45831057
"JAX00420454","16",50146995,31.3223,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",50146882
"JAX00420814","16",51588737,32.3294,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",51588624
"JAX00421319","16",54530904,33.3387,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",54530791
"JAX00422100","16",57957391,34.339,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",57957278
"JAX00209382","16",59774555,35.3904,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",59774729
"JAX00070276","16",62183959,36.3908,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",62184133
"JAX00423415","16",65873591,37.3967,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",65873346
"JAX00423596","16",66915887,38.6012,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",66915642
"JAX00209593","16",69046043,39.6326,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",69045798
"JAX00424295","16",71811356,40.6375,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",71811111
"JAX00424681","16",73374058,41.6555,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",73373813
"JAX00424919","16",74886772,42.7184,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",74886527
"JAX00425167","16",76398450,43.7473,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",76398205
"JAX00209802","16",77720902,44.748,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",77720657
"JAX00425877","16",80218630,45.7543,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",80218385
"JAX00071758","16",82117299,46.8008,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",82117054
"JAX00209988","16",85596187,47.8018,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",85595942
"JAX00210004","16",86215665,48.8139,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",86215420
"JAX00427120","16",87721097,49.8858,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",87720852
"JAX00427286","16",88391864,50.8959,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",88391619
"JAX00427857","16",90751368,51.9146,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",90751123
"JAX00428097","16",91443891,52.9209,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",91443646
"JAX00072562","16",92850546,53.9382,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",92850301
"JAX00428631","16",93873478,54.9449,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",93873233
"JAX00429003","16",95528299,55.9475,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",95306692
"JAX00429207","16",96640642,56.9515,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","P","B","B",96419035
"JAX00429550","17",3059769,1.9467,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",3059769
"JAX00430121","17",5157523,2.9633,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",5157523
"JAX00073207","17",6541461,4.0633,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",6450124
"JAX00430887","17",8806423,5.0741,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",8613558
"JAX00431076","17",9378643,6.161,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",9185778
"JAX00431137","17",9591491,7.217,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",9398626
"JAX00431821","17",12225368,8.2376,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",12032502
"JAX00073894","17",16105239,9.2449,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",15968275
"JAX00432806","17",17889531,10.2749,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",17752567
"JAX00432881","17",18247329,11.2895,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",18110365
"JAX00433844","17",24318966,12.2996,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",24182021
"JAX00074665","17",26665692,13.3013,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",26528747
"JAX00074742","17",27695957,14.5093,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",27559012
"JAX00435470","17",29917818,15.5095,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",29780873
"JAX00435980","17",31639799,16.5888,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",31502854
"JAX00436317","17",32601011,17.594,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",32464066
"JAX00075308","17",35357935,18.5954,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",35220990
"JAX00075753","17",41644791,19.5965,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",41507842
"JAX00439237","17",44359513,20.6038,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",44222564
"JAX00076001","17",44964245,21.6212,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",44827296
"JAX00076074","17",45947453,22.6432,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",45810504
"JAX00440246","17",47770069,23.7234,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",47633120
"JAX00440694","17",49190118,24.7302,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",49050793
"JAX00076357","17",49697207,25.749,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",49557882
"JAX00441429","17",51701675,26.7504,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",51562350
"JAX00076642","17",53497824,27.7586,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",53358499
"JAX00442308","17",55593943,28.8276,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",55454645
"JAX00442582","17",57600927,29.8511,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",57461504
"JAX00442906","17",59573512,30.8571,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",59434089
"JAX00211433","17",61553169,31.8667,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",61413746
"JAX00443520","17",64105312,32.8762,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",63755963
"JAX00443657","17",65001784,33.8893,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",64652444
"JAX00443747","17",65423065,34.901,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",65073725
"JAX00443956","17",66730396,35.9913,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",66381056
"JAX00443961","17",66767064,37.2452,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",66417724
"JAX00077649","17",67292907,38.2456,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",66943567
"JAX00444528","17",68568280,39.278,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",68218940
"JAX00444793","17",69574909,40.3187,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",69225569
"JAX00445122","17",70801770,41.3821,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",70452430
"JAX00445550","17",72060650,42.3889,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",71711310
"JAX00211692","17",72175243,43.3894,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",71825903
"JAX00445771","17",72544209,44.4077,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",72194869
"JAX00078179","17",74389550,45.4101,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",74040210
"JAX00078255","17",75446871,46.4193,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",75047531
"JAX00078346","17",76670417,47.4258,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","P",76271077
